-24.6539783477783,-5.42168998718262,-12.6528987884521,-32.7209167480469,-40.9495964050293
-8.36499118804932,-50.9008445739746,-5.45251798629761,-17.0754089355469,-83.5270690917969
-4.67554235458374,-18.4350357055664,-14.4076261520386,-14.2293386459351,-16.9392395019531
-816.072692871094,-831.703979492188,-810.231689453125,-742.019165039063,-779.119262695313
-9.09067916870117,-16.9561958312988,-17.5440998077393,-4.39112901687622,-17.6990261077881
-15.0863103866577,-14.3642177581787,-4.24744749069214,-32.1429176330566,-5.59795093536377
-8.00108814239502,-31.5338611602783,-2.82372093200684,-13.5889930725098,-17.007116317749
-1136.97973632813,-1167.77026367188,-1203.8837890625,-1201.19604492188,-1206.80834960938
-1049.87109375,-1036.15612792969,-1141.166015625,-1062.9345703125,-1128.09191894531
-1286.06127929688,-1284.23425292969,-1264.35729980469,-1277.20678710938,-1301.50537109375
-1151.802734375,-1108.44836425781,-1069.9443359375,-1096.85620117188,-1130.56665039063
-803.969787597656,-762.359313964844,-769.638916015625,-865.436401367188,-789.310424804688
-1232.80810546875,-1243.80651855469,-1322.94189453125,-1245.7177734375,-1328.94909667969
-1235.77575683594,-1230.92504882813,-1241.06848144531,-1240.84228515625,-1238.65051269531
-1320.86755371094,-1332.97937011719,-1329.34594726563,-1325.82739257813,-1324.90051269531
-1183.37744140625,-1206.88671875,-1203.09948730469,-1200.07153320313,-1190.07885742188
-1328.00622558594,-1324.00476074219,-1332.02966308594,-1328.40112304688,-1318.29248046875
-129.931121826172,-68.9989395141602,-72.4873352050781,-69.5964202880859,-110.031890869141
-1138.7021484375,-1142.48547363281,-1126.865234375,-1167.91711425781,-1157.94152832031
-872.1455078125,-891.423522949219,-895.017150878906,-868.985229492188,-928.954223632813
-1331.51232910156,-1322.00927734375,-1331.96325683594,-1330.70959472656,-1329.52844238281
-860.376831054688,-861.232116699219,-796.244079589844,-782.357238769531,-833.799255371094
-1318.76550292969,-1290.71154785156,-1313.15002441406,-1311.08605957031,-1292.14416503906
-702.638854980469,-678.340454101563,-779.146118164063,-722.380065917969,-695.511169433594
-1330.435546875,-1322.71960449219,-1321.283203125,-1324.98046875,-1325.75427246094
-1195.95202636719,-1171.16088867188,-1184.7724609375,-1190.85705566406,-1235.87634277344
-1269.66809082031,-1290.70043945313,-1258.34997558594,-1267.56567382813,-1292.57458496094
-1051.96496582031,-1066.08056640625,-1076.78930664063,-1120.41564941406,-1065.48107910156
-695.43017578125,-677.445617675781,-687.773315429688,-711.308654785156,-685.8935546875
-168.849639892578,-288.523986816406,-44.3911743164063,-274.013153076172,-64.3198928833008
-1041.40661621094,-1062.76635742188,-1083.2900390625,-1036.16760253906,-1048.13269042969
-1326.20654296875,-1330.45788574219,-1329.60046386719,-1328.19665527344,-1330.423828125
-424.623352050781,-418.205047607422,-427.179290771484,-394.166320800781,-436.795989990234
-1331.80627441406,-1331.76501464844,-1332.63977050781,-1331.0166015625,-1332.52624511719
-869.899047851563,-950.584533691406,-878.765625,-934.684448242188,-959.613220214844
-4.48702383041382,-8.29093933105469,-31.0086288452148,-14.5098342895508,-3.11126804351807
-1302.9208984375,-1323.12268066406,-1329.26879882813,-1296.17517089844,-1326.72961425781
-8.92810440063477,-88.3685913085938,-76.6526184082031,-59.4635238647461,-56.1079330444336
-1332.66564941406,-1330.63317871094,-1322.80749511719,-1322.07849121094,-1325.01293945313
-1326.01318359375,-1322.23596191406,-1332.90856933594,-1327.09777832031,-1331.64501953125
-1318.38122558594,-1297.01098632813,-1315.33752441406,-1322.03930664063,-1327.91394042969
-1019.90405273438,-1010.85504150391,-1036.4931640625,-1023.10552978516,-1004.5390625
-1201.44006347656,-1106.58020019531,-1258.58349609375,-1152.1796875,-1153.07409667969
-1320.89050292969,-1332.08715820313,-1330.99963378906,-1322.15747070313,-1302.26989746094
-1309.90856933594,-1328.75036621094,-1326.25219726563,-1329.66003417969,-1333.19116210938
-1329.91589355469,-1333.30346679688,-1332.1103515625,-1330.87463378906,-1330.55419921875
-1293.29138183594,-1302.02380371094,-1289.36840820313,-1307.31298828125,-1298.02453613281
-1308.92614746094,-1311.95581054688,-1329.17956542969,-1329.23120117188,-1332.0009765625
-1281.27941894531,-1317.88684082031,-1278.60412597656,-1277.22302246094,-1319.11547851563
